ccdc_id,smi,rename_id,Spin-state behaviour,Spin-state of crystal structure
KALXAY,Cc1cc-2[n+]([nH]1)[Fe]345([n+]6c2cccc6-c7[n+]3[nH]c(c7)C)[n+]8c(cccc8-c9[n+]4[nH]c(c9)C)-c1[n+]5[nH]c(c1)C,comp_94,spin-crossover,low-spin
KEKVIF,c1cc2ccc3ccc[n+]4c3c2[n+](c1)[Fe]45([n+]6cccc7c6c8[n+]5cccc8cc7)(N=C=S)N=C=S,comp_95,spin-crossover,high-spin
KEKVIF01,c1cc2ccc3ccc[n+]4c3c2[n+](c1)[Fe]45([n+]6cccc7c6c8[n+]5cccc8cc7)(N=C=S)N=C=S,comp_95,spin-crossover,low-spin
KEZPIO01,c1cc[n+]2c(c1)C[N+]34[Fe]256([n+]7ccccc7C3)[n+]8ccccc8C[N+]5(CC4)Cc9[n+]6cccc9,comp_96,spin-crossover,high-spin
KEZPIO,c1cc[n+]2c(c1)C[N+]34[Fe]256([n+]7ccccc7C3)[n+]8ccccc8C[N+]5(CC4)Cc9[n+]6cccc9,comp_96,spin-crossover,low-spin
KEZPEK,c1cc[n+]2c(c1)C[N+]34[Fe]256([n+]7ccccc7C3)[n+]8ccccc8C[N+]5(CC4)Cc9[n+]6cccc9,comp_96,spin-crossover,low-spin
KIFLOD,c1cc[n+]2c(c1)C[N@+]34[Fe]2567[n+]8ccccc8C[N@@+]59CCC[N@@+]6(CC[N@+]7(CCC3)CC9)CC4,comp_97,spin-crossover,low-spin
KIFMAQ01,c1cc[n+]2c(c1)C[N@+]34[Fe]2567[n+]8ccccc8C[N@@+]59CCC[N@@+]6(CC[N@+]7(CCC3)CC9)CC4,comp_97,spin-crossover,high-spin
KIFMAQ,c1cc[n+]2c(c1)C[N@+]34[Fe]2567[n+]8ccccc8C[N@@+]59CCC[N@@+]6(CC[N@+]7(CCC3)CC9)CC4,comp_97,spin-crossover,low-spin
KIFLUJ,c1cc[n+]2c(c1)C[N@@+]34[Fe]2567[n+]8ccccc8C[N@+]59CCC[N@+]6(CC[N@@+]7(CCC3)CC9)CC4,comp_98,spin-crossover,mixture
KOKKUR,c1cc[n+]2c(c1)Cn3ccc-4[n+]3[Fe]256([n+]7ccccc7Cn8[n+]5c(cc8)-c9[n+]6cccc9)[n+]1c4cccc1,comp_99,spin-crossover,high-spin
KOKKUR02,c1cc[n+]2c(c1)Cn3ccc-4[n+]3[Fe]256([n+]7ccccc7Cn8[n+]5c(cc8)-c9[n+]6cccc9)[n+]1c4cccc1,comp_99,spin-crossover,low-spin
KUHRUC,Cc1ccc2[n+](c1)[Fe]34([n+]5cc(ccc5Nc6[n+]3c(ccc6)-c7[n+]4c(ccc7)N2)C)(N=C=S)N=C=S,comp_100,high-spin,high-spin
KULTAO04,c1ccc(c(c1)c2[nH]c3c4ccc[n+]5c4c6c(c3n2)ccc[n+]6[Fe]57([n+]8cccc9c8c1[n+]7cccc1c1c9[nH]c(n1)c1ccccc1C(F)(F)F)(N=C=S)N=C=S)C(F)(F)F,comp_101,spin-crossover,high-spin
KULTAO05,c1ccc(c(c1)c2[nH]c3c4ccc[n+]5c4c6c(c3n2)ccc[n+]6[Fe]57([n+]8cccc9c8c1[n+]7cccc1c1c9[nH]c(n1)c1ccccc1C(F)(F)F)(N=C=S)N=C=S)C(F)(F)F,comp_101,spin-crossover,low-spin
LARZAF,c1cc-2[n+]3c(c1)-c4n[nH]c[n+]4[Fe]356([n+]7c2n[nH]c7)[n+]8c[nH]nc8-c9[n+]5c(ccc9)-c1[n+]6c[nH]n1,comp_102,high-spin,high-spin
LAYREJ01,c1cc[n+]2c(c1)-c3cc[nH][n+]3[Fe]24([n+]5ccccc5-c6[n+]4[nH]cc6)(N=C=S)N=C=S,comp_103,high-spin,high-spin
LAYQUY,c1cc[n+]2c(c1)-c3cc[nH][n+]3[Fe]24([n+]5ccccc5-c6[n+]4[nH]cc6)(N=C=S)N=C=S,comp_103,high-spin,high-spin
LAYRAF,c1cc[n+]2c(c1)-c3[nH]cc[n+]3[Fe]24([n+]5ccccc5-c6[n+]4cc[nH]6)(N=C=S)N=C=S,comp_104,high-spin,high-spin
LINRAC,c1ccc(cc1)C[N@@+]23CC[N+]45[Fe]2([n+]6ccccc6C3)([n+]7ccccc7C4)([n+]8ccccc8C5)N=C=S,comp_105,high-spin,high-spin
LOQPAI,c1ccc2c(c1)nc(c-3[n+]2[Fe]4([n+]5c3cccc5)([n+]6ccccc6-c7[n+]4c8ccccc8nc7c9ccccn9)(N=C=S)N=C=S)c1ccccn1,comp_106,high-spin,high-spin
MALJEP,[B-]12(n3ccc[n+]3[Fe]45([n+]6n1ccc6)([n+]7n2ccc7)[n+]8cccn8[B-](n9[n+]4ccc9)(n1[n+]5ccc1)c1ccc(cc1)I)c1ccc(cc1)I,comp_107,low-spin,low-spin
MALJIT,[B-]12(n3ccc([n+]3[Fe]45([n+]6n1ccc6C)([n+]7n2ccc7C)[n+]8c(ccn8[B-](n9[n+]4c(cc9)C)(n1[n+]5c(cc1)C)c1ccc(cc1)I)C)C)c1ccc(cc1)I,comp_108,high-spin,high-spin
MALJIT01,[B-]12(n3ccc([n+]3[Fe]45([n+]6n1ccc6C)([n+]7n2ccc7C)[n+]8c(ccn8[B-](n9[n+]4c(cc9)C)(n1[n+]5c(cc1)C)c1ccc(cc1)I)C)C)c1ccc(cc1)I,comp_108,spin-crossover,high-spin
MALJIT03,[B-]12(n3ccc([n+]3[Fe]45([n+]6n1ccc6C)([n+]7n2ccc7C)[n+]8c(ccn8[B-](n9[n+]4c(cc9)C)(n1[n+]5c(cc1)C)c1ccc(cc1)I)C)C)c1ccc(cc1)I,comp_108,spin-crossover,low-spin
MALJOZ,[B-]12(n3ccc([n+]3[Fe]45([n+]6n1ccc6C)([n+]7n2ccc7C)[n+]8c(ccn8[B-](n9[n+]4c(cc9)C)(n1[n+]5c(cc1)C)c1ccc(cc1)I)C)C)c1ccc(cc1)I,comp_108,spin-crossover,high-spin
MALJOZ01,[B-]12(n3ccc([n+]3[Fe]45([n+]6n1ccc6C)([n+]7n2ccc7C)[n+]8c(ccn8[B-](n9[n+]4c(cc9)C)(n1[n+]5c(cc1)C)c1ccc(cc1)I)C)C)c1ccc(cc1)I,comp_108,spin-crossover,low-spin
MEGDEH,CC1=[N+]([Fe]234([n+]5c1cccc5C(=[N+]2c6ccc(cc6)OC)C)[n+]7c(cccc7C(=[N+]3c8ccc(cc8)OC)C)C(=[N+]4c9ccc(cc9)OC)C)c1ccc(cc1)OC,comp_109,low-spin,low-spin
MELLOF02,c1cc[n+]2c(c1)C[N@@H+]3[Fe]2456[n+]7ccccc7C[N@@H+]4CCC[N+]5(CCC3)Cc8[n+]6cccc8,comp_110,spin-crossover,high-spin
MELLOF01,c1cc[n+]2c(c1)C[N@@H+]3[Fe]2456[n+]7ccccc7C[N@@H+]4CCC[N+]5(CCC3)Cc8[n+]6cccc8,comp_110,spin-crossover,mixture
MELLOF,c1cc[n+]2c(c1)C[N@@H+]3[Fe]2456[n+]7ccccc7C[N@H+]4CCC[N+]5(CCC3)Cc8[n+]6cccc8,comp_111,spin-crossover,low-spin
MEQXIS01,Cc1[n+]2c(cs1)-c3cccc-4[n+]3[Fe]256([n+]7c4csc7C)[n+]8c(scc8-c9[n+]5c(ccc9)-c1[n+]6c(sc1)C)C,comp_112,spin-crossover,high-spin
MEQXIS,Cc1[n+]2c(cs1)-c3cccc-4[n+]3[Fe]256([n+]7c4csc7C)[n+]8c(scc8-c9[n+]5c(ccc9)-c1[n+]6c(sc1)C)C,comp_112,spin-crossover,low-spin
MEQVEM02,Cc1[n+]2c(cs1)-c3cccc-4[n+]3[Fe]256([n+]7c4csc7C)[n+]8c(scc8-c9[n+]5c(ccc9)-c1[n+]6c(sc1)C)C,comp_112,spin-crossover,high-spin
MEQVEM,Cc1[n+]2c(cs1)-c3cccc-4[n+]3[Fe]256([n+]7c4csc7C)[n+]8c(scc8-c9[n+]5c(ccc9)-c1[n+]6c(sc1)C)C,comp_112,spin-crossover,low-spin
OCEVEA01,Cc1[n+]2c(cs1)-c3cccc-4[n+]3[Fe]256([n+]7c4csc7C)[n+]8c(scc8-c9[n+]5c(ccc9)-c1[n+]6c(sc1)C)C,comp_112,spin-crossover,high-spin
OCEVEA,Cc1[n+]2c(cs1)-c3cccc-4[n+]3[Fe]256([n+]7c4csc7C)[n+]8c(scc8-c9[n+]5c(ccc9)-c1[n+]6c(sc1)C)C,comp_112,spin-crossover,low-spin
MIFRIF,c1c[n+]2c(cc1Cl)C[N@H+]3[Fe]24([n+]5ccc(cc5C[N@@H+]4CC3)Cl)(N=C=S)N=C=S,comp_113,high-spin,high-spin
MIFROL01,c1c[n+]2c(cc1Cl)C[N@H+]3[Fe]24([n+]5ccc(cc5C[N@@H+]4CC3)Cl)(N=C=[Se])N=C=[Se],comp_114,spin-crossover,high-spin
MIFROL,c1c[n+]2c(cc1Cl)C[N@H+]3[Fe]24([n+]5ccc(cc5C[N@@H+]4CC3)Cl)(N=C=[Se])N=C=[Se],comp_114,spin-crossover,low-spin
MIFSAY,[BH3-]C#[N+][Fe]123([n+]4ccc(cc4C[N@H+]1CC[N@@H+]2Cc5[n+]3ccc(c5)Cl)Cl)[N+]#C[BH3-],comp_115,spin-crossover,low-spin
MIFSEC,[BH3-]C#[N+][Fe]123([n+]4ccc(cc4C[N@@H+]1CC[N@H+]2Cc5[n+]3ccc(c5)Cl)Cl)[N+]#C[BH3-],comp_116,spin-crossover,high-spin
MIWJUZ,c1cc[n+]2c(c1)-c3cccc4[n+]3[Fe]25([n+]6ccccc6-c7[n+]5c(ccc7)CC4)(N=C=S)N=C=S,comp_117,high-spin,high-spin
MOFREE,Cc1cc([n+]2n1C3n4c(cc([n+]4[Fe]256([n+]7n3c(cc7C)C)[n+]8c(cc(n8C(n9[n+]5c(cc9C)C)n1[n+]6c(cc1C)C)C)C)C)C)C,comp_118,spin-crossover,high-spin
MOFRAA,Cc1cc([n+]2n1C3n4c(cc([n+]4[Fe]256([n+]7n3c(cc7C)C)[n+]8c(cc(n8C(n9[n+]5c(cc9C)C)n1[n+]6c(cc1C)C)C)C)C)C)C,comp_118,spin-crossover,high-spin
XEFDER02,Cc1cc([n+]2n1C3n4c(cc([n+]4[Fe]256([n+]7n3c(cc7C)C)[n+]8c(cc(n8C(n9[n+]5c(cc9C)C)n1[n+]6c(cc1C)C)C)C)C)C)C,comp_118,spin-crossover,high-spin
XEFDER06,Cc1cc([n+]2n1C3n4c(cc([n+]4[Fe]256([n+]7n3c(cc7C)C)[n+]8c(cc(n8C(n9[n+]5c(cc9C)C)n1[n+]6c(cc1C)C)C)C)C)C)C,comp_118,spin-crossover,mixture
ZEQMEP02,Cc1cc([n+]2n1C3n4c(cc([n+]4[Fe]256([n+]7n3c(cc7C)C)[n+]8c(cc(n8C(n9[n+]5c(cc9C)C)n1[n+]6c(cc1C)C)C)C)C)C)C,comp_118,spin-crossover,high-spin
ULODUV,Cc1[nH]cc2[n+]1[Fe]3456[n+]7c([nH]cc7C=[N+]3CCN(CC[N+]4=C2)CC[N+]5=Cc8[n+]6c([nH]c8)C)C,comp_119,high-spin,high-spin
ULOFAD,Cc1[nH]cc2[n+]1[Fe]3456[n+]7c([nH]cc7C=[N+]3CCN(CC[N+]4=C2)CC[N+]5=Cc8[n+]6c([nH]c8)C)C,comp_119,high-spin,high-spin
ULOFEH,Cc1[nH]cc2[n+]1[Fe]3456[n+]7c([nH]cc7C=[N+]3CCN(CC[N+]4=C2)CC[N+]5=Cc8[n+]6c([nH]c8)C)C,comp_119,high-spin,high-spin
NAVYEP,Cc1[nH]cc2[n+]1[Fe]3456[n+]7c([nH]cc7C=[N+]3CCN(CC[N+]4=C2)CC[N+]5=Cc8[n+]6c([nH]c8)C)C,comp_119,spin-crossover,high-spin
YELWOC,Cc1[nH]cc2[n+]1[Fe]3456[n+]7c([nH]cc7C=[N+]3CCN(CC[N+]4=C2)CC[N+]5=Cc8[n+]6c([nH]c8)C)C,comp_119,spin-crossover,high-spin
YELWOC01,Cc1[nH]cc2[n+]1[Fe]3456[n+]7c([nH]cc7C=[N+]3CCN(CC[N+]4=C2)CC[N+]5=Cc8[n+]6c([nH]c8)C)C,comp_119,spin-crossover,mixture
YELWUI,Cc1[nH]cc2[n+]1[Fe]3456[n+]7c([nH]cc7C=[N+]3CCN(CC[N+]4=C2)CC[N+]5=Cc8[n+]6c([nH]c8)C)C,comp_119,spin-crossover,high-spin
YELWUI02,Cc1[nH]cc2[n+]1[Fe]3456[n+]7c([nH]cc7C=[N+]3CCN(CC[N+]4=C2)CC[N+]5=Cc8[n+]6c([nH]c8)C)C,comp_119,spin-crossover,low-spin
YELXET,Cc1[nH]cc2[n+]1[Fe]3456[n+]7c([nH]cc7C=[N+]3CCN(CC[N+]4=C2)CC[N+]5=Cc8[n+]6c([nH]c8)C)C,comp_119,spin-crossover,high-spin
YELXET01,Cc1[nH]cc2[n+]1[Fe]3456[n+]7c([nH]cc7C=[N+]3CCN(CC[N+]4=C2)CC[N+]5=Cc8[n+]6c([nH]c8)C)C,comp_119,spin-crossover,low-spin
YELXAP,Cc1[nH]cc2[n+]1[Fe]3456[n+]7c([nH]cc7C=[N+]3CCN(CC[N+]4=C2)CC[N+]5=Cc8[n+]6c([nH]c8)C)C,comp_119,spin-crossover,high-spin
ULODIJ,Cc1[nH]cc2[n+]1[Fe]3456[n+]7c([nH]cc7C=[N+]3CCN(CC[N+]4=C2)CC[N+]5=Cc8[n+]6c([nH]c8)C)C,comp_119,spin-crossover,high-spin
ULODIJ01,Cc1[nH]cc2[n+]1[Fe]3456[n+]7c([nH]cc7C=[N+]3CCN(CC[N+]4=C2)CC[N+]5=Cc8[n+]6c([nH]c8)C)C,comp_119,spin-crossover,mixture
NAVYEP01,Cc1[nH]cc2[n+]1[Fe]3456[n+]7c([nH]cc7C=[N+]3CCN(CC[N+]4=C2)CC[N+]5=Cc8[n+]6c([nH]c8)C)C,comp_119,spin-crossover,low-spin
NEFSIA01,c1cc[n+]2c(c1)C[N+]34[Fe]2([NH2+]CC3)([n+]5ccccc5C4)(N=C=S)N=C=S,comp_120,spin-crossover,high-spin
NEFSIA02,c1cc[n+]2c(c1)C[N+]34[Fe]2([NH2+]CC3)([n+]5ccccc5C4)(N=C=S)N=C=S,comp_120,spin-crossover,low-spin
NESVUD,Cc1cn-2[n+](c1)[Fe]345([n+]6cc(cn6-c7[n+]3c2ccc7)C)[n+]8cc(cn8-c9[n+]4c(ccc9)-n1[n+]5cc(c1)C)C,comp_121,spin-crossover,high-spin
NESVUD01,Cc1cn-2[n+](c1)[Fe]345([n+]6cc(cn6-c7[n+]3c2ccc7)C)[n+]8cc(cn8-c9[n+]4c(ccc9)-n1[n+]5cc(c1)C)C,comp_121,spin-crossover,low-spin
NESWAK,Cc1cn-2[n+](c1)[Fe]345([n+]6cc(cn6-c7[n+]3c2ccc7)C)[n+]8cc(cn8-c9[n+]4c(ccc9)-n1[n+]5cc(c1)C)C,comp_121,spin-crossover,low-spin
NETBUJ,c1ccc2c(c1)[nH]c-3[n+]2[Fe]456([n+]7c8ccccc8[nH]c7-c9[n+]4c3ccc9)[n+]1c2ccccc2[nH]c1-c1[n+]5c(ccc1)-c1[n+]6c2ccccc2[nH]1,comp_122,spin-crossover,low-spin
NICSEA,c1cn-2[n+](c1)[Fe]34([n+]5c2cc(cc5)C(=O)O)([n+]6ccc(cc6-n7[n+]3ccc7)C(=O)O)[n+]8ccc(cc8-n9[n+]4ccc9)C(=O)O,comp_123,low-spin,low-spin
NIGXUY01,CC(C)Cn1c[n+](nn1)[Fe]([n+]2cn(nn2)CC(C)C)([n+]3cn(nn3)CC(C)C)([n+]4cn(nn4)CC(C)C)([n+]5cn(nn5)CC(C)C)[n+]6cn(nn6)CC(C)C,comp_124,spin-crossover,high-spin
NIGXUY02,CC(C)Cn1c[n+](nn1)[Fe]([n+]2cn(nn2)CC(C)C)([n+]3cn(nn3)CC(C)C)([n+]4cn(nn4)CC(C)C)([n+]5cn(nn5)CC(C)C)[n+]6cn(nn6)CC(C)C,comp_124,spin-crossover,high-spin
NIQFUP11,Cc1cccc2[n+]1[Fe]3456[n+]7c(cccc7C=[N+]3CCN(CC[N+]4=C2)CC[N+]5=Cc8[n+]6c(ccc8)C)C,comp_125,spin-crossover,high-spin
NIQFUP,Cc1cccc2[n+]1[Fe]3456[n+]7c(cccc7C=[N+]3CCN(CC[N+]4=C2)CC[N+]5=Cc8[n+]6c(ccc8)C)C,comp_125,spin-crossover,low-spin
NIXWEZ,Cc1ccc(cc1)c2cc-3[n+]([nH]2)[Fe]456([n+]7c8ccccc8[nH]c7-c9[n+]4c3ccc9)[n+]1c2ccccc2[nH]c1-c1[n+]5c(ccc1)-c1[n+]6[nH]c(c1)c1ccc(cc1)C,comp_126,spin-crossover,mixture
NIXXAW,Cc1cc(c(c(c1)C)c2cc-3[n+]([nH]2)[Fe]456([n+]7c8ccccc8[nH]c7-c9[n+]4c3ccc9)[n+]1c2ccccc2[nH]c1-c1[n+]5c(ccc1)-c1[n+]6[nH]c(c1)c1c(cc(cc1C)C)C)C,comp_127,spin-crossover,mixture
NIXXEA,Cc1c(c(c(c(c1C)C)c2cc-3[n+]([nH]2)[Fe]456([n+]7c8ccccc8[nH]c7-c9[n+]4c3ccc9)[n+]1c2ccccc2[nH]c1-c1[n+]5c(ccc1)-c1[n+]6[nH]c(c1)c1c(c(c(c(c1C)C)C)C)C)C)C,comp_128,high-spin,high-spin
NOWBIK01,c1ccc(cc1)C#Cc2ccc(cc2)[N+]3=Cc4cccc[n+]4[Fe]35([n+]6ccccc6C=[N+]5c7ccc(cc7)C#Cc8ccccc8)(N=C=S)N=C=S,comp_129,spin-crossover,high-spin
NOWBIK,c1ccc(cc1)C#Cc2ccc(cc2)[N+]3=Cc4cccc[n+]4[Fe]35([n+]6ccccc6C=[N+]5c7ccc(cc7)C#Cc8ccccc8)(N=C=S)N=C=S,comp_129,spin-crossover,low-spin
NOZJAN,c1cc2[n+]3c(c1)/C=N/CCN4CC/N=C/c5[n+]6c(ccc5)C=[N+]7[Fe]3689[N+](=Cc1[n+]8c(ccc1)/C=N/CC4)CCN(CC7)CC[N+]9=C2,comp_130,high-spin,high-spin
NUMBEC01,c1cc[n+]2c(c1)C[N+]34[Fe]2([NH2+]CCC3)([n+]5ccccc5C4)(N=C=S)N=C=S,comp_131,spin-crossover,high-spin
NUMBEC,c1cc[n+]2c(c1)C[N+]34[Fe]2([NH2+]CCC3)([n+]5ccccc5C4)(N=C=S)N=C=S,comp_131,high-spin,high-spin
NUMBEC02,c1cc[n+]2c(c1)C[N+]34[Fe]2([NH2+]CCC3)([n+]5ccccc5C4)(N=C=S)N=C=S,comp_131,spin-crossover,high-spin
OBUJAW,[BH-]12n3ccc([n+]3[Fe]45([n+]6n1ccc6C(F)(F)F)([n+]7n2ccc7C(F)(F)F)[n+]8c(ccn8[BH-](n9[n+]4c(cc9)C(F)(F)F)n1[n+]5c(cc1)C(F)(F)F)C(F)(F)F)C(F)(F)F,comp_132,high-spin,high-spin
OCOPAA,c1cc2ccc3ccc[n+]4c3c2[n+](c1)[Fe]456([n+]7cccc8c7c9[n+]5cccc9cc8)[n+]1cccc2c1c1[n+]6cccc1cc2,comp_133,low-spin,low-spin
OJIVOS,c1ccn2c(c1)c-3[n+](n2)[Fe]45([n+]6c3cccc6)([n+]7ccccc7-c8[n+]4nn9c8cccc9)[n+]1ccccc1-c1[n+]5nn2c1cccc2,comp_134,low-spin,low-spin
OLAYAC,c1cc[n+]2c(c1)C[NH2+][Fe]234([N+]5=C(C6=[N+]3CCCN6)NCCC5)[N+]7=C(C8=[N+]4CCCN8)NCCC7,comp_135,spin-crossover,high-spin
OLAYAC01,c1cc[n+]2c(c1)C[NH2+][Fe]234([N+]5=C(C6=[N+]3CCCN6)NCCC5)[N+]7=C(C8=[N+]4CCCN8)NCCC7,comp_135,spin-crossover,high-spin
PAGXAW,Cc1ccc2ccc3ccc([n+]4c3c2[n+]1[Fe]45([n+]6c(ccc7c6c8[n+]5c(ccc8cc7)C)C)(N=C=S)N=C=S)C,comp_136,high-spin,high-spin
PASDOD01,Cc1c2[n+](c[nH]1)[Fe]3456[n+]7c[nH]c(c7C=[N+]3CCN(CC[N+]4=C2)CC[N+]5=Cc8[n+]6c[nH]c8C)C,comp_137,spin-crossover,high-spin
PASDOD,Cc1c2[n+](c[nH]1)[Fe]3456[n+]7c[nH]c(c7C=[N+]3CCN(CC[N+]4=C2)CC[N+]5=Cc8[n+]6c[nH]c8C)C,comp_137,spin-crossover,high-spin
PASGOF,C1C[N+]2=C(C3=[N+]([Fe]24([N+]5=C(C6=[N+]4CCCS6)SCCC5)(N=C=S)N=C=S)CCCS3)SC1,comp_138,spin-crossover,high-spin
PASGOF01,C1C[N+]2=C(C3=[N+]([Fe]24([N+]5=C(C6=[N+]4CCCS6)SCCC5)(N=C=S)N=C=S)CCCS3)SC1,comp_138,spin-crossover,low-spin
RAKZIM,c1n(nn[n+]1[Fe]([n+]2cn(nn2)CCCl)([n+]3cn(nn3)CCCl)([n+]4cn(nn4)CCCl)([n+]5cn(nn5)CCCl)[n+]6cn(nn6)CCCl)CCCl,comp_139,spin-crossover,high-spin
RAKZIM01,c1n(nn[n+]1[Fe]([n+]2cn(nn2)CCCl)([n+]3cn(nn3)CCCl)([n+]4cn(nn4)CCCl)([n+]5cn(nn5)CCCl)[n+]6cn(nn6)CCCl)CCCl,comp_139,spin-crossover,low-spin
PEJQIF,c1n(nn[n+]1[Fe]([n+]2cn(nn2)CCCl)([n+]3cn(nn3)CCCl)([n+]4cn(nn4)CCCl)([n+]5cn(nn5)CCCl)[n+]6cn(nn6)CCCl)CCCl,comp_139,spin-crossover,high-spin
PEJQIF01,c1n(nn[n+]1[Fe]([n+]2cn(nn2)CCCl)([n+]3cn(nn3)CCCl)([n+]4cn(nn4)CCCl)([n+]5cn(nn5)CCCl)[n+]6cn(nn6)CCCl)CCCl,comp_139,spin-crossover,low-spin
PIVFEG,c1n(nn[n+]1[Fe]([n+]2cn(nn2)C3CC3)([n+]4cn(nn4)C5CC5)([n+]6cn(nn6)C7CC7)([n+]8cn(nn8)C9CC9)[n+]1cn(nn1)C1CC1)C1CC1,comp_140,spin-crossover,high-spin
POGMED,Cc1ccccc1[N+]2=Cc3[nH]cc[n+]3[Fe]24([n+]5cc[nH]c5C=[N+]4c6ccccc6C)(N=C=S)N=C=S,comp_141,high-spin,high-spin
POGXOA,c1cc[n+]2c(c1)-c3csc([n+]3[Fe]24([n+]5ccccc5-c6[n+]4c(sc6)N)(N=C=S)N=C=S)N,comp_142,high-spin,high-spin
POGXUG,c1cc[n+]2c(c1)-c3csc([n+]3[Fe]24([n+]5ccccc5-c6[n+]4c(sc6)N)(N=C=[Se])N=C=[Se])N,comp_143,high-spin,high-spin
POHLON,c1cc2c3c4c1ncc[n+]4[Fe]5([n+]3ccn2)([n+]6ccnc7c6c8[n+]5ccnc8cc7)(N=C=S)N=C=S,comp_144,spin-crossover,high-spin
POHLON01,c1cc2c3c4c1ncc[n+]4[Fe]5([n+]3ccn2)([n+]6ccnc7c6c8[n+]5ccnc8cc7)(N=C=S)N=C=S,comp_144,spin-crossover,low-spin
POWSID,c1ccc2c(c1)nc3c4ccc[n+]5c4c6c(c3n2)ccc[n+]6[Fe]57([n+]8cccc9c8c1[n+]7cccc1c1c9nc2ccccc2n1)(N=C=S)N=C=S,comp_145,spin-crossover,high-spin
POWSID01,c1ccc2c(c1)nc3c4ccc[n+]5c4c6c(c3n2)ccc[n+]6[Fe]57([n+]8cccc9c8c1[n+]7cccc1c1c9nc2ccccc2n1)(N=C=S)N=C=S,comp_145,spin-crossover,high-spin
PUBBOD,Cc1csc-2[n+]1[Fe]345([n+]6ccccc6-c7[n+]3c2ccc7)[n+]8ccccc8-c9[n+]4c(ccc9)-c1[n+]5c(cs1)C,comp_146,spin-crossover,low-spin
QAHVIE,c1ccnc(c1)c2n[n+]3c(n2N)-c4cccc[n+]4[Fe]35([n+]6ccccc6-c7[n+]5nc(n7N)c8ccccn8)(N=C=S)N=C=S,comp_147,spin-crossover,high-spin
QAHVOK,c1ccnc(c1)c2n[n+]3c(n2N)-c4cccc[n+]4[Fe]35([n+]6ccccc6-c7[n+]5nc(n7N)c8ccccn8)(N=C=[Se])N=C=[Se],comp_148,spin-crossover,high-spin
QALMAR,c1cc[n+]2c(c1)-c3n[nH]c[n+]3[Fe]245([n+]6ccccc6-c7[n+]4c[nH]n7)[n+]8ccccc8-c9[n+]5c[nH]n9,comp_149,spin-crossover,high-spin
QALMAR01,c1cc[n+]2c(c1)-c3n[nH]c[n+]3[Fe]245([n+]6ccccc6-c7[n+]4c[nH]n7)[n+]8ccccc8-c9[n+]5c[nH]n9,comp_149,spin-crossover,mixture
ZOKBOQ,c1c[n+]2c([nH]1)Cc3[nH]cc4[n+]3[Fe]256([n+]7cc[nH]c7Cc8[n+]5c(c[nH]8)Cc9[n+]6c[nH]c9)[n+]1c[nH]cc1C4,comp_150,spin-crossover,high-spin
QERDOH,c1c[n+]2c([nH]1)Cc3[nH]cc4[n+]3[Fe]256([n+]7cc[nH]c7Cc8[n+]5c(c[nH]8)Cc9[n+]6c[nH]c9)[n+]1c[nH]cc1C4,comp_150,spin-crossover,low-spin
QERDIB,c1c[n+]2c([nH]1)Cc3[nH]cc4[n+]3[Fe]256([n+]7cc[nH]c7Cc8[n+]5c(c[nH]8)Cc9[n+]6c[nH]c9)[n+]1c[nH]cc1C4,comp_150,spin-crossover,high-spin
QERDIB01,c1c[n+]2c([nH]1)Cc3[nH]cc4[n+]3[Fe]256([n+]7cc[nH]c7Cc8[n+]5c(c[nH]8)Cc9[n+]6c[nH]c9)[n+]1c[nH]cc1C4,comp_150,spin-crossover,low-spin
QIDJET,c1cc2ccc3ccc-4[n+]5c3c2[n+](c1)[Fe]567(n8c4nnn8)n9c(nnn9)-c1[n+]6c2c(ccc3c2[n+]7ccc3)cc1,comp_151,spin-crossover,high-spin
QIDJET01,c1cc2ccc3ccc-4[n+]5c3c2[n+](c1)[Fe]567(n8c4nnn8)n9c(nnn9)-c1[n+]6c2c(ccc3c2[n+]7ccc3)cc1,comp_151,spin-crossover,low-spin
QIDJIX,c1cc2ccc3ccc-4[n+]5c3c2[n+](c1)[Fe]567(n8c4nnn8)n9c(nnn9)-c1[n+]6c2c(ccc3c2[n+]7ccc3)cc1,comp_151,spin-crossover,low-spin
QIDJOD,Cn1nc-2[n+](n1)[Fe]345([n+]6cccc7c6c8[n+]3c2ccc8cc7)[n+]9cccc1c9c2[n+]4c(ccc2cc1)-c1[n+]5nn(n1)C,comp_152,spin-crossover,low-spin
QIDJUJ,Cn1nc-2[n+](n1)[Fe]345([n+]6cccc7c6c8[n+]3c2ccc8cc7)[n+]9cccc1c9c2[n+]4c(ccc2cc1)-c1[n+]5nn(n1)C,comp_152,low-spin,low-spin
QIDKAQ,CCn1nc-2[n+](n1)[Fe]345([n+]6cccc7c6c8[n+]3c2ccc8cc7)[n+]9cccc1c9c2[n+]4c(ccc2cc1)-c1[n+]5nn(n1)CC,comp_153,spin-crossover,low-spin
QIDKEU,CCn1nc-2[n+](n1)[Fe]345([n+]6cccc7c6c8[n+]3c2ccc8cc7)[n+]9cccc1c9c2[n+]4c(ccc2cc1)-c1[n+]5nn(n1)CC,comp_153,spin-crossover,low-spin
QIDKIY,CCCCn1nc-2[n+](n1)[Fe]345([n+]6cccc7c6c8[n+]3c2ccc8cc7)[n+]9cccc1c9c2[n+]4c(ccc2cc1)-c1[n+]5nn(n1)CCCC,comp_154,spin-crossover,low-spin
